amount,available_cash,required_reserve,pending_concurrent_outflows,agent_trust_score,agent_confidence,policy_violations,urgency_score,liquidity_ratio_before,projected_liquidity_ratio,global_projected_liquidity_ratio,reserve_shortfall,cross_agent_conflict_severity,risk_score,risk_category,recommended_decision
96512.55827583419,736745.2255056245,346008.6872751527,384274.178312681,40.5691249954518,0.677073729276297,0,3.0,2.129,1.85,0.74,90050.2,0.56,36.7,MEDIUM,ALLOW
836857.3922208131,1727362.3211785133,1098801.9724181127,496002.22431536665,91.07644949932211,0.8253760490075639,0,3.0,1.572,0.81,0.359,704299.27,0.941,63.5,HIGH,MODIFY
888922.3456073761,218394.01679165647,174715.21343332517,480549.6144853169,87.7598842561324,0.9174784961792335,0,2.0,1.25,0.0,0.0,1325793.16,1.0,80.3,CRITICAL,BLOCK
860025.2760541358,1495451.276425355,1180928.4034384987,791329.4040449545,81.19886735198868,0.7576691524538166,1,2.0,1.266,0.538,0.0,1336831.81,1.0,86.3,CRITICAL,MODIFY
397763.4447836906,1189911.1074454142,276187.7384352635,656148.3032613487,91.94740285651527,0.7076935408690032,0,3.0,4.308,2.868,0.492,140188.38,0.808,40.7,MEDIUM,MODIFY
946813.2170672616,1110015.8220266788,888012.6576213432,684418.1833216917,47.21448946657315,0.7842588754463564,0,3.0,1.25,0.184,0.0,1409228.24,1.0,85.3,CRITICAL,MODIFY
596288.3585849686,337448.04285838525,269958.4342867082,645744.0024523768,47.90519805862309,0.8309873793656024,1,4.0,1.25,0.0,0.0,1174542.75,1.0,93.1,CRITICAL,BLOCK
1127277.04302218,667275.1983894114,533820.1587115292,36491.55951993004,79.6153492623105,0.8334375898549357,0,4.0,1.25,0.0,0.0,1030313.56,0.206,63.2,HIGH,BLOCK
450075.9461397322,1565081.0921837566,1287477.3747291162,224146.88123972111,85.61668259868013,0.7827398892128847,0,1.0,1.216,0.866,0.692,396619.11,0.608,46.3,MEDIUM,MODIFY
561975.8698774772,566433.5661386179,453146.8529108944,289323.0401532296,87.52502897792229,0.8943324924589104,0,2.0,1.25,0.01,0.0,738012.2,1.0,77.9,HIGH,MODIFY
375205.78894505766,589723.4557260924,471778.764580874,182616.73170373606,40.940799003859496,0.6724278345449286,0,1.0,1.25,0.455,0.068,439877.83,1.0,89.8,CRITICAL,MODIFY
225470.794187143,783771.7240320152,627017.3792256122,39848.429930196085,73.19472684109763,0.7296090071739887,1,4.0,1.25,0.89,0.827,108564.88,0.103,39.4,MEDIUM,MODIFY
1002347.5248165895,1011562.8505847281,899250.7189278486,797625.3571849659,66.47299794540217,0.7671582046729472,0,4.0,1.125,0.01,0.0,1687660.75,1.0,84.2,CRITICAL,MODIFY
90441.37956949671,572373.9628409615,457899.17027276923,667867.8733492304,52.18510672928146,0.7319203496814957,1,4.0,1.25,1.052,0.0,643834.46,1.0,82.5,CRITICAL,MODIFY
1072808.6177969459,844642.1629692293,319263.46752158506,344989.90012428496,69.73303233323873,0.7853215587651639,0,1.0,2.646,0.0,0.0,892419.82,1.0,84.7,CRITICAL,BLOCK
713672.9168781184,1885027.7345029113,1491425.0052054885,187004.75797870694,43.3945283885403,0.7304974694122904,0,2.0,1.264,0.785,0.66,507074.95,0.64,57.6,MEDIUM,MODIFY
1002750.2210344456,245718.8251402041,196575.0601121633,617602.2836255446,67.9816567286914,0.8253070969363064,1,3.0,1.25,0.0,0.0,1571208.74,1.0,88.6,CRITICAL,BLOCK
383982.0165060754,1912780.5207913388,1198290.7433951397,545449.1714014865,83.53413190676625,0.760482615497637,0,4.0,1.596,1.276,0.821,214941.41,0.479,25.7,LOW,MODIFY
313082.35026116966,1099660.6162132611,607651.2527819988,349067.35331140977,44.54149201970618,0.8747408447149057,0,3.0,1.81,1.294,0.72,170140.34,0.58,41.5,MEDIUM,MODIFY
1006379.0867103868,578104.2035562105,462483.36284496845,364353.3332863016,52.16828086700648,0.6232581570402157,0,2.0,1.25,0.0,0.0,1255111.58,1.0,86.9,CRITICAL,BLOCK
451480.1546557701,335020.26725299575,268016.2138023966,709605.7801848396,65.12965579925545,0.647069885639829,0,4.0,1.25,0.0,0.0,1094081.88,1.0,83.1,CRITICAL,BLOCK
668616.1631114769,1706869.4844430457,695600.2248757932,25905.55176017819,50.367563862054205,0.6403904889960796,0,1.0,2.454,1.493,1.455,0.0,0.031,29.6,LOW,ALLOW
501718.31834266434,253258.3565807325,202606.685264586,768864.8818966564,73.54969491726229,0.8143412881003806,0,3.0,1.25,0.0,0.0,1219931.53,1.0,79.8,HIGH,BLOCK
512540.4313219856,1091820.1855710554,254533.42073963973,20218.62786025723,44.215718705833254,0.7811757155849028,2,1.0,4.289,2.276,2.196,0.0,0.138,41.5,MEDIUM,BLOCK
936453.530615656,1862931.6251667787,751625.1001326503,710537.805214127,80.42980226603179,0.9671312967153658,0,2.0,2.479,1.233,0.287,535684.81,1.0,60.0,HIGH,MODIFY
342798.9337467758,1025908.4174809728,492636.99604352895,462057.66930506675,90.31588077302884,0.9365799449775558,0,3.0,2.082,1.387,0.449,271585.18,0.851,48.3,MEDIUM,MODIFY
652518.1748310324,634998.7659497829,507999.0127598264,766322.1750427582,41.918167544488185,0.7551024285326191,2,3.0,1.25,0.0,0.0,1291840.6,1.0,98.0,CRITICAL,BLOCK
841668.1740307177,1975953.2257175075,588817.4861429608,175187.0616564756,75.67796513637239,0.6496160182370749,1,4.0,3.356,1.926,1.629,0.0,0.027,27.6,LOW,ALLOW
274428.32189942437,1230665.4632998356,984532.3706398685,521773.92272804974,57.60944325865411,0.9012375994745848,1,1.0,1.25,0.971,0.441,550069.15,0.859,67.4,HIGH,MODIFY
404041.94750364666,955606.3414708711,683429.3501223641,137316.3786746101,90.91774549190745,0.8156562589955575,0,2.0,1.398,0.807,0.606,269181.33,0.694,50.3,MEDIUM,MODIFY
37839.95873217161,1548053.422032917,941618.5725808658,578228.7657294901,69.83426420160075,0.8129913149743612,0,1.0,1.644,1.604,0.99,9633.88,0.31,9.8,LOW,ALLOW
1046534.4190286358,854098.2794490994,707257.4264761668,135716.92731735014,72.19277710172194,0.8593918616235157,2,2.0,1.208,0.0,0.0,1035410.49,1.0,92.3,CRITICAL,BLOCK
934189.1124254665,1588965.0146660043,1370559.7784474113,755597.1819120232,92.04488596332845,0.6928966773426655,0,3.0,1.159,0.478,0.0,1471381.06,1.0,78.7,HIGH,MODIFY
196684.1693573454,1252606.846431695,384026.1788168218,765694.732620886,54.58870519825152,0.6675921307694808,2,2.0,3.262,2.75,0.756,93798.23,0.544,39.8,MEDIUM,BLOCK
968379.1794206786,1657257.493388885,1372922.0698041292,275241.97014276386,97.43210101502683,0.6442736198089628,2,2.0,1.207,0.502,0.301,959285.73,0.999,78.3,HIGH,BLOCK
701265.3638430642,260102.4464284283,208081.95714274264,650527.5044106483,87.70362779539425,0.7110864494823337,1,2.0,1.25,0.0,0.0,1299772.38,1.0,84.2,CRITICAL,BLOCK
303084.8354771431,1775264.655738787,547633.3878728191,735309.1368866644,74.93363434954381,0.651582452750389,1,1.0,3.242,2.688,1.346,0.0,0.052,22.5,LOW,ALLOW
999667.4141991325,1361197.0574772698,315305.9443126585,630928.1126824962,84.40685652899106,0.635281688221246,1,1.0,4.317,1.147,0.0,584704.41,1.0,77.7,HIGH,MODIFY
1050733.2749512563,1277199.6476283611,572626.8457275572,480914.78714220563,47.89994094618672,0.6220123134999179,0,4.0,2.23,0.395,0.0,827075.26,1.0,87.7,CRITICAL,MODIFY
340647.6747279107,1027614.3175079077,822091.4540063263,52453.22529324552,40.87836072334584,0.671078414337084,1,3.0,1.25,0.836,0.772,187578.04,0.528,59.4,MEDIUM,MODIFY
1183320.5740766788,1823036.6796750284,611562.0671948867,78231.1295625976,47.813906056194575,0.7542540543084744,0,2.0,2.981,1.046,0.918,50077.09,0.382,35.9,MEDIUM,MODIFY
514027.1169499707,1500584.8237977035,322946.92899739783,760632.5225476591,67.93370033645341,0.658946460414187,1,4.0,4.647,3.055,0.7,97021.74,0.6,38.3,MEDIUM,MODIFY
1069523.9165333277,1830271.2370109605,1096646.3542304672,340578.7534741492,66.4655634292248,0.8989164926047755,0,2.0,1.669,0.694,0.383,676477.79,0.917,72.9,HIGH,MODIFY
173540.00577236494,1824294.3650740641,575796.8141187422,48867.536729883286,49.80670524093421,0.6412989417798064,0,2.0,3.168,2.867,2.782,0.0,0.129,14.0,LOW,ALLOW
176093.07713387406,687630.4028763673,550104.3223010938,465509.3529215291,46.19898037367499,0.6927274857447613,1,4.0,1.25,0.93,0.084,504076.35,1.0,90.4,CRITICAL,MODIFY
730502.9092643518,1347880.250598368,502253.2439178673,101479.84250999524,80.85302419762083,0.6980164692207286,0,1.0,2.684,1.229,1.027,0.0,0.351,28.9,LOW,ALLOW
843490.2501017401,1330908.5952953324,1061797.9141608155,431760.50061712816,46.45821828284372,0.6703297456132022,2,1.0,1.253,0.459,0.052,1006140.07,1.0,95.1,CRITICAL,BLOCK
764516.3520039807,1086748.7078503163,732419.7788920816,663611.8505870169,51.69818189544158,0.6814981438476202,0,2.0,1.484,0.44,0.0,1073799.27,1.0,86.8,CRITICAL,MODIFY
207455.6957554,1770692.7427017703,1422720.637002332,373815.95800168294,72.03120072383595,0.713036088082296,0,1.0,1.245,1.099,0.836,233299.55,0.464,30.9,LOW,MODIFY
884936.6567840958,1106221.1261249948,884976.9008999959,424323.84605470556,88.94299743764267,0.8111794891729991,3,3.0,1.25,0.25,0.0,1088016.28,1.0,95.1,CRITICAL,BLOCK
214562.29069387505,1060086.6931897118,696116.5690014045,591724.8577351294,55.70140380766999,0.78807945787071,0,2.0,1.523,1.215,0.365,442317.02,0.935,52.6,MEDIUM,MODIFY
389469.741338234,1752074.365349494,1010824.7401647975,298585.7253083771,86.35840063952305,0.752798145084243,0,2.0,1.733,1.348,1.053,0.0,0.028,16.7,LOW,ALLOW
957019.1536082997,1159910.5472120035,626102.816198794,747060.9702803465,63.9383651309621,0.8952038536544141,3,4.0,1.853,0.324,0.0,1170272.39,1.0,97.1,CRITICAL,BLOCK
224533.3209550507,1260168.2958667148,490135.2490417365,10169.900003908073,90.21381758749541,0.6661155532988785,0,3.0,2.571,2.113,2.092,0.0,0.013,6.9,LOW,ALLOW
845577.1273344596,220600.40845356742,168150.3904417464,334004.35682784906,50.04421530706466,0.8705133834698779,0,4.0,1.312,0.0,0.0,1127131.47,1.0,87.0,CRITICAL,BLOCK
1008580.7208166445,1695879.4728319286,612633.0451506535,770298.4427256134,61.31708389064823,0.6757400700613372,0,3.0,2.768,1.122,0.0,695632.74,1.0,78.8,HIGH,MODIFY
887415.362110043,616878.7770430879,251076.08673995757,67521.75435376655,52.95675526180125,0.7445868602959518,0,2.0,2.457,0.0,0.0,589134.43,1.0,85.0,CRITICAL,BLOCK
714344.6243137822,1034624.6433896053,267238.7218625165,305857.1985493777,40.34155243631334,0.618242994425819,3,2.0,3.872,1.198,0.054,252815.9,1.0,96.3,CRITICAL,BLOCK
141967.7628496882,776667.4333807352,529331.9135182716,548069.8749325412,64.66113337148914,0.9278117418394105,0,4.0,1.467,1.199,0.164,442702.12,1.0,66.7,HIGH,MODIFY
1127877.6096645475,593099.5469963608,474479.63759708864,8258.694498094066,73.77413148588167,0.6890249765707646,0,3.0,1.25,0.0,0.0,1017516.39,0.327,67.8,HIGH,BLOCK
142475.7448930094,463903.64276842354,371122.9142147389,786431.0316285293,92.27748422842782,0.9067352770272119,0,3.0,1.25,0.866,0.0,836126.05,1.0,76.1,HIGH,MODIFY
248059.06758714654,983491.0939589627,335242.8087385979,79313.42356854324,60.58899690423373,0.9509719934961175,0,2.0,2.934,2.194,1.957,0.0,0.069,18.6,LOW,ALLOW
1141716.1117498998,899050.6912920327,638716.5352212031,715436.4819442416,84.37105975946128,0.7645760384565197,0,3.0,1.408,0.0,0.0,1596818.44,1.0,79.3,HIGH,BLOCK
1057199.4129567933,1954420.4852059872,1255365.763415011,647081.5960732783,67.9295067067432,0.9347557198455225,0,4.0,1.557,0.715,0.199,1005226.29,1.0,79.2,HIGH,MODIFY
839826.5294542537,1216337.4792025546,382787.9578225511,32941.096318988806,49.9533050874981,0.8185411472282197,0,3.0,3.178,0.984,0.898,39218.1,0.431,37.0,MEDIUM,MODIFY
939276.7057488629,594243.7312275381,475394.98498203047,636904.4554017223,69.55800658174581,0.7516012601056232,0,1.0,1.25,0.0,0.0,1457332.41,1.0,84.1,CRITICAL,BLOCK
172810.4170966574,605710.0957728964,484568.07661831717,447529.5279492138,42.446283866253225,0.8684036198434836,0,4.0,1.25,0.893,0.0,499197.93,1.0,90.5,CRITICAL,MODIFY
13823.35505476543,1375106.521112906,1100085.2168903248,271122.83842048945,69.55072884700759,0.7315143017774102,2,4.0,1.25,1.237,0.991,9924.89,0.309,21.2,LOW,BLOCK
289002.44215377886,364466.45038922643,291573.16031138116,624183.8967202089,75.60094724553974,0.9257393363211486,0,2.0,1.25,0.259,0.0,840293.05,1.0,81.0,CRITICAL,MODIFY
591587.2161630664,1409530.9225411257,217379.78243364644,518034.7182458103,64.22334697459127,0.6366066649891734,0,3.0,6.484,3.763,1.38,0.0,0.283,28.6,LOW,ALLOW
547132.9949308722,875317.6685291372,700254.1348233097,521460.1574124029,90.51220667908161,0.9426034043140614,0,4.0,1.25,0.469,0.0,893529.62,1.0,78.8,HIGH,MODIFY
490917.2724083714,1778310.4009766802,1169274.7895843093,739693.0385180424,93.17841117766399,0.9050379220857172,0,3.0,1.521,1.101,0.468,621574.7,0.832,47.2,MEDIUM,MODIFY
81174.45712902938,1296071.7799384599,195303.39477074373,362249.17456732946,94.54566579350009,0.6651054931057783,1,1.0,6.636,6.221,4.366,0.0,0.117,8.5,LOW,ALLOW
678898.3303920918,1017959.6570854018,814367.7256683215,16347.094118928495,97.60128696214471,0.7417029606598615,1,4.0,1.25,0.416,0.396,491653.49,0.21,52.7,MEDIUM,MODIFY
515518.8778389003,646361.5760175337,510462.23629298236,407356.8418362565,52.46516765353036,0.7545796381562078,0,2.0,1.266,0.256,0.0,786976.38,1.0,84.1,CRITICAL,MODIFY
153088.8976314099,1461517.4757288785,1169213.980583103,746412.7667882402,50.79914715408413,0.671529908508402,0,4.0,1.25,1.119,0.481,607198.17,0.819,56.3,MEDIUM,MODIFY
927605.8565017721,1596982.74095586,979316.2924930104,361697.5695376708,78.17552079198461,0.768054083945958,0,3.0,1.631,0.684,0.314,671636.98,0.986,72.3,HIGH,MODIFY
254242.97736170093,284043.49756970606,227234.79805576487,331768.03114623023,57.97611574161426,0.9171505272833436,0,4.0,1.25,0.131,0.0,529202.31,1.0,88.6,CRITICAL,MODIFY
689492.0254817598,1718916.50712,1009680.8460252171,111199.1335656394,46.9589461160726,0.7776103955722321,0,4.0,1.702,1.02,0.909,91455.5,0.391,42.6,MEDIUM,MODIFY
870713.3086540585,1181117.0798225212,691988.1755245615,23791.637463181913,63.054495283589006,0.6728594190417603,0,1.0,1.707,0.449,0.414,405376.04,0.321,61.2,HIGH,MODIFY
700457.752062467,1054219.8177053342,843375.8541642674,141849.08131800703,89.38169582954973,0.9273291081199555,0,2.0,1.25,0.419,0.251,631462.87,1.0,68.8,HIGH,MODIFY
1061447.4385653632,953623.2133535316,585858.5186585553,163258.8194168508,87.45268658376816,0.7808237164860251,0,1.0,1.628,0.0,0.0,856941.56,1.0,78.8,HIGH,BLOCK
492217.9163165509,754329.7581325674,504259.60705936805,233549.38124260344,41.78221444911184,0.8800056863667656,0,2.0,1.496,0.52,0.057,475697.15,1.0,87.9,CRITICAL,MODIFY
736489.9909070862,708098.5698538017,566478.8558830414,334837.43339563103,41.580259238475186,0.7483487294877887,0,3.0,1.25,0.0,0.0,929707.71,1.0,91.6,CRITICAL,BLOCK
732637.2280068494,203585.16620215733,162868.13296172587,129924.8633300662,98.96101251260718,0.6904801007282015,2,3.0,1.25,0.0,0.0,821845.06,1.0,86.0,CRITICAL,BLOCK
1047162.6655425727,297746.29067834106,238197.03254267285,542635.6305004718,83.68247170333069,0.7817042812900609,0,4.0,1.25,0.0,0.0,1530249.04,1.0,78.4,HIGH,BLOCK
1145079.308172038,210044.69018769506,168035.75215015607,216863.44542100234,53.08584596209413,0.6444201344554017,2,1.0,1.25,0.0,0.0,1319933.82,1.0,92.8,CRITICAL,BLOCK
1105999.6041657669,654675.9470438346,523740.7576350677,526535.8218068889,93.17389791567149,0.8550790888763283,0,1.0,1.25,0.0,0.0,1501600.24,1.0,74.8,HIGH,BLOCK
1124929.7452189154,283486.42592122965,226789.14073698374,781861.2286810632,64.32371104670938,0.7163540850325465,0,1.0,1.25,0.0,0.0,1850093.69,1.0,81.8,CRITICAL,BLOCK
1078922.4977846497,1170958.2154199616,848734.8706635798,768751.8409431152,43.86980941743727,0.6621402714164805,0,2.0,1.38,0.108,0.0,1525450.99,1.0,89.6,CRITICAL,MODIFY
362219.0965799917,512935.84236731805,410348.6738938545,239317.91092423972,71.06806267983235,0.8933837068017221,0,1.0,1.25,0.367,0.0,498949.84,1.0,81.9,CRITICAL,MODIFY
1142177.270220867,1387587.946973864,1110070.3575790913,147080.574283516,78.16390563956405,0.84622489226973,0,4.0,1.25,0.221,0.089,1011740.26,1.0,77.6,HIGH,MODIFY
723810.5479823378,1266205.3706777194,301649.9189359222,715477.003961077,90.65619415417717,0.6668812965000088,0,4.0,4.198,1.798,0.0,474732.1,1.0,64.5,HIGH,MODIFY
295728.2131435835,1154690.7934564645,923752.6347651717,96037.50977688712,43.3522966243368,0.8953898896555693,0,4.0,1.25,0.93,0.826,160827.56,0.474,48.6,MEDIUM,MODIFY
759954.7434944158,786914.4294077419,629531.5435261936,147104.3386574091,54.93182406355787,0.9893447311486978,0,4.0,1.25,0.043,0.0,749676.2,1.0,84.8,CRITICAL,MODIFY
720038.1977267202,1778429.5042833907,440181.994814869,468453.5031916187,95.38848913934811,0.6609219397094959,0,3.0,4.04,2.404,1.34,0.0,0.275,21.7,LOW,ALLOW
307411.4498939618,1669452.311607605,1100691.5448559695,301378.02153244725,84.90165879937038,0.6002999730514368,2,3.0,1.517,1.237,0.964,40028.7,0.336,26.3,LOW,BLOCK
376923.03769300936,1720030.9796388387,1353386.3181703002,281544.4609812486,53.11604760740452,0.8979983301141602,0,1.0,1.271,0.992,0.784,291822.84,0.516,48.9,MEDIUM,MODIFY
341273.8097370185,1621591.1273732043,1201494.024479397,13014.668052776378,54.341222633037965,0.7560420476835736,1,2.0,1.35,1.066,1.055,0.0,0.018,39.4,MEDIUM,ALLOW
449632.0293021934,1996539.6486009907,485839.0707447418,751256.1304110299,63.60387898427038,0.6593853626372997,0,2.0,4.109,3.184,1.638,0.0,0.269,20.7,LOW,ALLOW
1164485.6435763696,1034466.8827040063,827573.506163205,326202.1022063721,74.53312326481728,0.6504456290260326,0,4.0,1.25,0.0,0.0,1283794.37,1.0,82.1,CRITICAL,BLOCK
231334.35398154188,1547290.4867745629,1237832.3894196504,419547.8820023035,50.8866144998472,0.974885943607869,0,2.0,1.25,1.063,0.724,341424.14,0.576,40.5,MEDIUM,MODIFY
1118385.2991263804,330808.6241759142,264646.8993407314,466725.5068312968,50.43832209080073,0.9480907260958368,0,2.0,1.25,0.0,0.0,1518949.08,1.0,88.5,CRITICAL,BLOCK
305058.5277844229,1624025.9506734358,1140921.6172249478,256493.01261601227,72.61791561807266,0.786209104935921,3,4.0,1.423,1.156,0.931,78447.21,0.369,40.6,MEDIUM,BLOCK
526255.7234965651,537123.905643106,429699.1245144848,240886.30152593876,54.57648433769948,0.804824828187674,0,3.0,1.25,0.025,0.0,659717.24,1.0,84.6,CRITICAL,MODIFY
919678.6225839986,1150184.3552504792,405959.18273676286,67710.23365710907,98.47148526785693,0.7569558643090648,0,1.0,2.833,0.568,0.401,243163.68,0.899,58.3,MEDIUM,MODIFY
1116636.0336146238,1961999.7187316704,1092833.454382822,117435.28151557303,76.39944224609602,0.891327254460149,0,3.0,1.795,0.774,0.666,364905.05,0.634,52.7,MEDIUM,MODIFY
879996.135112513,1735232.7247020623,1325465.5140171181,451218.39684675314,52.84590224721,0.6461014216877985,0,4.0,1.309,0.645,0.305,921447.32,0.995,78.2,HIGH,MODIFY
527386.700413142,259709.62840755348,207767.7027260428,261779.99277605562,79.61034748435708,0.7158778455280502,1,2.0,1.25,0.0,0.0,737224.77,1.0,86.5,CRITICAL,BLOCK
287903.3715339899,472396.9943828892,377917.5955063114,665320.666027829,41.827834223534424,0.9636703424822308,3,4.0,1.25,0.488,0.0,858744.64,1.0,98.0,CRITICAL,BLOCK
1087835.446807183,1320293.4600256307,502375.3524142807,320543.0157488724,94.00704814734954,0.8216701633979706,3,1.0,2.628,0.463,0.0,590460.35,1.0,95.1,CRITICAL,BLOCK
15133.4720951193,924136.8290864422,327806.59822462575,379086.45664979075,61.5052254312805,0.8448995429630923,0,4.0,2.819,2.773,1.617,0.0,0.061,15.6,LOW,ALLOW
911657.842172181,799769.9511103878,639815.9608883103,521309.9117002005,83.21984425094249,0.9757979098020879,0,1.0,1.25,0.0,0.0,1273013.76,1.0,76.0,HIGH,BLOCK
855877.2872716672,753236.5149509499,497797.10890871705,254390.1337715287,96.89754370808612,0.8560928988138344,0,3.0,1.513,0.0,0.0,854828.02,1.0,72.8,HIGH,BLOCK
600631.5744578049,553608.7256390932,378903.6575624398,776545.2882624379,43.66448258846692,0.7634270480543582,1,2.0,1.461,0.0,0.0,1202471.79,1.0,92.6,CRITICAL,BLOCK
94469.35864564545,1704485.188803759,956787.3129622281,158620.76589844466,68.57247554815707,0.6818872077707389,0,3.0,1.781,1.683,1.517,0.0,0.11,6.7,LOW,ALLOW
937879.5619488581,715900.0857912772,572720.0686330218,394705.8405354733,41.51468885087934,0.8924190405303233,0,2.0,1.25,0.0,0.0,1189405.39,1.0,91.0,CRITICAL,BLOCK
16114.539230432849,318240.06036973704,254592.04829578963,669552.5495435954,64.39879234105209,0.6297243719785134,1,1.0,1.25,1.187,0.0,622019.08,1.0,71.6,HIGH,MODIFY
1025465.2086621972,1959422.6826284276,1078882.5653675215,779990.5917482371,45.299876798063174,0.8710798426208495,3,2.0,1.816,0.866,0.143,924915.68,1.0,98.0,CRITICAL,BLOCK
239176.9464031207,341222.5997624708,272978.0798099767,204634.57725667596,75.69609428959072,0.6286160778832012,1,1.0,1.25,0.374,0.0,375567.0,1.0,84.9,CRITICAL,MODIFY
123569.06370776532,342296.69654410734,273837.35723528586,716158.031434821,66.6616120515298,0.705786918849812,1,4.0,1.25,0.799,0.0,771267.76,1.0,89.1,CRITICAL,MODIFY
65800.30031106484,1399529.8192691181,1119623.8554152946,393517.54678045603,67.89489809542059,0.6197255857376159,0,2.0,1.25,1.191,0.84,179411.88,0.46,23.6,LOW,ALLOW
1181807.330041127,761164.8247466488,608931.859797319,795568.8223906725,54.67002977913776,0.9600165667198615,1,2.0,1.25,0.0,0.0,1825143.19,1.0,89.6,CRITICAL,BLOCK
57487.639813657144,1580924.3134527574,1146861.085946632,410993.21467725467,94.00497457701933,0.8121553843194719,0,3.0,1.378,1.328,0.97,34417.63,0.33,8.2,LOW,ALLOW
653177.0284832463,237875.16048646445,190300.12838917156,121241.41092146719,58.980060892473325,0.8371513936828647,0,4.0,1.25,0.0,0.0,726843.41,1.0,83.9,CRITICAL,BLOCK
