description,agent_name,amount,urgency,intent_label
Treasury rebalancing to maintain regulatory statutory reserve buffer,Treasury Agent,164089.35,MEDIUM,LIQUIDITY_REBALANCE
Automated payment gateway collection retry incentive,Collections Agent,15161.34,MEDIUM,DEBT_COLLECTION
Subscription cancellation charge reversal requested by user,Refund Agent,33122.84,MEDIUM,CUSTOMER_REFUND
Influencer campaign budget deposit for festive season launch,Growth Agent,70925.16,LOW,GROWTH_INVESTMENT
Escrow account setup for disputed receivable recovery,Collections Agent,17790.42,CRITICAL,DEBT_COLLECTION
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,679112.08,CRITICAL,SUPPLIER_SETTLEMENT
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,1122692.53,MEDIUM,LIQUIDITY_REBALANCE
Quarterly supplier retention bonus and milestone settlement,Payout Agent,428082.59,CRITICAL,SUPPLIER_SETTLEMENT
Legal notice issuance fee for delinquent enterprise account #5482,Collections Agent,42797.65,HIGH,DEBT_COLLECTION
Customer referral bonus pool allocation,Growth Agent,112181.0,HIGH,GROWTH_INVESTMENT
Treasury rebalancing to maintain regulatory statutory reserve buffer,Treasury Agent,381244.72,HIGH,LIQUIDITY_REBALANCE
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,276752.05,HIGH,GROWTH_INVESTMENT
Urgent payment to critical supplier to release pending shipment,Payout Agent,487104.7,CRITICAL,SUPPLIER_SETTLEMENT
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1231626.69,LOW,LIQUIDITY_REBALANCE
Quarterly supplier retention bonus and milestone settlement,Payout Agent,89798.75,LOW,SUPPLIER_SETTLEMENT
Full refund for returned defective electronic unit #3636,Refund Agent,147546.33,HIGH,CUSTOMER_REFUND
Customer refund for damaged shipment order #5835,Refund Agent,31396.13,LOW,CUSTOMER_REFUND
Customer referral bonus pool allocation,Growth Agent,327248.98,MEDIUM,GROWTH_INVESTMENT
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,815291.23,HIGH,LIQUIDITY_REBALANCE
Quarterly supplier retention bonus and milestone settlement,Payout Agent,362424.68,HIGH,SUPPLIER_SETTLEMENT
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,1141137.95,MEDIUM,LIQUIDITY_REBALANCE
Emergency reserve replenishment following high outflow cycle,Treasury Agent,1376080.93,HIGH,LIQUIDITY_REBALANCE
Short-term liquid mutual fund redemption to bolster working cash,Treasury Agent,511848.81,MEDIUM,LIQUIDITY_REBALANCE
Disbursement for logistics partner freight clearing,Payout Agent,601309.61,LOW,SUPPLIER_SETTLEMENT
Early settlement discount incentive to collect overdue receivable,Collections Agent,31515.66,HIGH,DEBT_COLLECTION
Double charge correction and dispute refund for transaction #5178,Refund Agent,1841.13,CRITICAL,CUSTOMER_REFUND
Customer refund for damaged shipment order #3518,Refund Agent,139365.61,LOW,CUSTOMER_REFUND
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1205871.46,HIGH,LIQUIDITY_REBALANCE
Urgent payment to critical supplier to release pending shipment,Payout Agent,214971.51,MEDIUM,SUPPLIER_SETTLEMENT
Replenishment of working capital escrow reserve buffer,Treasury Agent,323118.69,CRITICAL,LIQUIDITY_REBALANCE
Urgent payment to critical supplier to release pending shipment,Payout Agent,712547.55,HIGH,SUPPLIER_SETTLEMENT
Brand awareness campaign media buying for Q4,Growth Agent,148300.38,CRITICAL,GROWTH_INVESTMENT
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,1036513.86,CRITICAL,LIQUIDITY_REBALANCE
Goodwill refund for delayed order delivery breach SLA,Refund Agent,102700.15,HIGH,CUSTOMER_REFUND
Collection agency recovery contingency disbursement,Collections Agent,29376.1,HIGH,DEBT_COLLECTION
Urgent payment to critical supplier to release pending shipment,Payout Agent,652112.55,CRITICAL,SUPPLIER_SETTLEMENT
Early settlement discount incentive to collect overdue receivable,Collections Agent,90336.75,MEDIUM,DEBT_COLLECTION
Influencer campaign budget deposit for festive season launch,Growth Agent,125327.66,LOW,GROWTH_INVESTMENT
Routine bi-weekly supplier invoice settlement for inventory batch #4492,Payout Agent,698713.14,CRITICAL,SUPPLIER_SETTLEMENT
Routine bi-weekly supplier invoice settlement for inventory batch #9810,Payout Agent,671561.5,CRITICAL,SUPPLIER_SETTLEMENT
Disbursement for logistics partner freight clearing,Payout Agent,394418.93,HIGH,SUPPLIER_SETTLEMENT
Settlement of raw material invoice #2200 to primary vendor,Payout Agent,90701.05,HIGH,SUPPLIER_SETTLEMENT
Replenishment of working capital escrow reserve buffer,Treasury Agent,1375381.2,CRITICAL,LIQUIDITY_REBALANCE
Escrow account setup for disputed receivable recovery,Collections Agent,46137.38,LOW,DEBT_COLLECTION
Collection agency recovery contingency disbursement,Collections Agent,5560.4,LOW,DEBT_COLLECTION
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,600780.19,LOW,LIQUIDITY_REBALANCE
Sponsorship fee for national fintech developer conference,Growth Agent,176682.85,CRITICAL,GROWTH_INVESTMENT
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,50028.83,MEDIUM,DEBT_COLLECTION
Chargeback resolution and customer refund reconciliation,Refund Agent,44951.79,MEDIUM,CUSTOMER_REFUND
Brand awareness campaign media buying for Q4,Growth Agent,299085.88,MEDIUM,GROWTH_INVESTMENT
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,479538.95,CRITICAL,SUPPLIER_SETTLEMENT
Replenishment of working capital escrow reserve buffer,Treasury Agent,394074.05,HIGH,LIQUIDITY_REBALANCE
Chargeback resolution and customer refund reconciliation,Refund Agent,22225.81,MEDIUM,CUSTOMER_REFUND
Full refund for returned defective electronic unit #4183,Refund Agent,18078.76,LOW,CUSTOMER_REFUND
Emergency reserve replenishment following high outflow cycle,Treasury Agent,506913.73,LOW,LIQUIDITY_REBALANCE
Influencer campaign budget deposit for festive season launch,Growth Agent,376515.17,CRITICAL,GROWTH_INVESTMENT
Brand awareness campaign media buying for Q4,Growth Agent,352083.0,MEDIUM,GROWTH_INVESTMENT
Vendor payout for contract software engineering services,Payout Agent,725088.94,HIGH,SUPPLIER_SETTLEMENT
Escrow account setup for disputed receivable recovery,Collections Agent,63552.53,HIGH,DEBT_COLLECTION
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,1230779.67,CRITICAL,LIQUIDITY_REBALANCE
Customer refund for damaged shipment order #6131,Refund Agent,37680.1,MEDIUM,CUSTOMER_REFUND
Receivable discount fee for accelerated factoring liquidation,Collections Agent,17759.05,HIGH,DEBT_COLLECTION
Escrow account setup for disputed receivable recovery,Collections Agent,39080.45,HIGH,DEBT_COLLECTION
Collection agency recovery contingency disbursement,Collections Agent,66327.4,LOW,DEBT_COLLECTION
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,138394.37,LOW,GROWTH_INVESTMENT
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,523719.87,CRITICAL,SUPPLIER_SETTLEMENT
Short-term liquid mutual fund redemption to bolster working cash,Treasury Agent,872231.6,CRITICAL,LIQUIDITY_REBALANCE
Partial refund due to discount coupon error at checkout,Refund Agent,34272.69,HIGH,CUSTOMER_REFUND
Merchant store credit conversion to original payment refund,Refund Agent,77051.39,CRITICAL,CUSTOMER_REFUND
Performance marketing ad spend allocation on Google Ads,Growth Agent,431591.83,MEDIUM,GROWTH_INVESTMENT
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,322911.39,MEDIUM,LIQUIDITY_REBALANCE
Follow-up collection workflow trigger with dynamic discount #1662,Collections Agent,25787.82,CRITICAL,DEBT_COLLECTION
Subscription cancellation charge reversal requested by user,Refund Agent,56045.84,LOW,CUSTOMER_REFUND
Partial refund due to discount coupon error at checkout,Refund Agent,70981.46,CRITICAL,CUSTOMER_REFUND
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,127418.76,HIGH,SUPPLIER_SETTLEMENT
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,344153.89,HIGH,GROWTH_INVESTMENT
Replenishment of working capital escrow reserve buffer,Treasury Agent,452220.97,MEDIUM,LIQUIDITY_REBALANCE
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,1244131.47,HIGH,LIQUIDITY_REBALANCE
Escrow account setup for disputed receivable recovery,Collections Agent,52674.51,MEDIUM,DEBT_COLLECTION
Automated payment gateway collection retry incentive,Collections Agent,12323.38,HIGH,DEBT_COLLECTION
Double charge correction and dispute refund for transaction #4062,Refund Agent,24446.25,LOW,CUSTOMER_REFUND
Chargeback resolution and customer refund reconciliation,Refund Agent,108318.09,CRITICAL,CUSTOMER_REFUND
Escrow account setup for disputed receivable recovery,Collections Agent,61125.14,CRITICAL,DEBT_COLLECTION
Routine bi-weekly supplier invoice settlement for inventory batch #1706,Payout Agent,145913.84,MEDIUM,SUPPLIER_SETTLEMENT
Customer refund for damaged shipment order #3406,Refund Agent,9330.89,HIGH,CUSTOMER_REFUND
Chargeback resolution and customer refund reconciliation,Refund Agent,131897.84,HIGH,CUSTOMER_REFUND
Routine bi-weekly supplier invoice settlement for inventory batch #8359,Payout Agent,504894.42,CRITICAL,SUPPLIER_SETTLEMENT
Automated payment gateway collection retry incentive,Collections Agent,83884.54,MEDIUM,DEBT_COLLECTION
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,470328.98,HIGH,LIQUIDITY_REBALANCE
Collection agency recovery contingency disbursement,Collections Agent,40930.08,MEDIUM,DEBT_COLLECTION
Payment for Q3 vendor invoices regarding cloud infrastructure,Payout Agent,442033.51,CRITICAL,SUPPLIER_SETTLEMENT
Subscription cancellation charge reversal requested by user,Refund Agent,71904.51,LOW,CUSTOMER_REFUND
Replenishment of working capital escrow reserve buffer,Treasury Agent,775137.31,MEDIUM,LIQUIDITY_REBALANCE
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,830861.92,HIGH,LIQUIDITY_REBALANCE
Quarterly supplier retention bonus and milestone settlement,Payout Agent,753816.22,CRITICAL,SUPPLIER_SETTLEMENT
Follow-up collection workflow trigger with dynamic discount #2600,Collections Agent,45421.49,HIGH,DEBT_COLLECTION
Legal notice issuance fee for delinquent enterprise account #2373,Collections Agent,31910.33,CRITICAL,DEBT_COLLECTION
Search engine marketing budget expansion for high-intent keywords,Growth Agent,369116.98,LOW,GROWTH_INVESTMENT
Replenishment of working capital escrow reserve buffer,Treasury Agent,110071.67,MEDIUM,LIQUIDITY_REBALANCE
Affiliate partner commission prepayment for festival sprint,Growth Agent,97962.45,CRITICAL,GROWTH_INVESTMENT
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1296967.7,CRITICAL,LIQUIDITY_REBALANCE
Treasury rebalancing to maintain regulatory statutory reserve buffer,Treasury Agent,1488518.14,CRITICAL,LIQUIDITY_REBALANCE
Chargeback resolution and customer refund reconciliation,Refund Agent,27629.22,CRITICAL,CUSTOMER_REFUND
Sponsorship fee for national fintech developer conference,Growth Agent,398387.52,CRITICAL,GROWTH_INVESTMENT
Subscription cancellation charge reversal requested by user,Refund Agent,67542.64,MEDIUM,CUSTOMER_REFUND
Routine bi-weekly supplier invoice settlement for inventory batch #9328,Payout Agent,350420.68,HIGH,SUPPLIER_SETTLEMENT
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,644745.15,LOW,LIQUIDITY_REBALANCE
Disbursement for logistics partner freight clearing,Payout Agent,744396.34,CRITICAL,SUPPLIER_SETTLEMENT
Settlement of raw material invoice #5310 to primary vendor,Payout Agent,216327.68,LOW,SUPPLIER_SETTLEMENT
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,1402958.99,CRITICAL,LIQUIDITY_REBALANCE
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1424002.2,MEDIUM,LIQUIDITY_REBALANCE
Escrow account setup for disputed receivable recovery,Collections Agent,24162.19,HIGH,DEBT_COLLECTION
Customer refund for damaged shipment order #9364,Refund Agent,77856.23,MEDIUM,CUSTOMER_REFUND
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,603636.0,LOW,LIQUIDITY_REBALANCE
Subscription cancellation charge reversal requested by user,Refund Agent,117171.26,HIGH,CUSTOMER_REFUND
Settlement waiver allocation for 90-day overdue merchant balance,Collections Agent,54185.56,LOW,DEBT_COLLECTION
Vendor payout for contract software engineering services,Payout Agent,310606.32,HIGH,SUPPLIER_SETTLEMENT
Goodwill refund for delayed order delivery breach SLA,Refund Agent,139527.36,LOW,CUSTOMER_REFUND
Paid acquisition ad spend top-up on Meta and LinkedIn,Growth Agent,277807.14,LOW,GROWTH_INVESTMENT
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1425821.65,HIGH,LIQUIDITY_REBALANCE
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1452477.64,CRITICAL,LIQUIDITY_REBALANCE
Partial refund due to discount coupon error at checkout,Refund Agent,102557.61,LOW,CUSTOMER_REFUND
Collection agency recovery contingency disbursement,Collections Agent,11417.65,MEDIUM,DEBT_COLLECTION
Partial refund due to discount coupon error at checkout,Refund Agent,143361.41,LOW,CUSTOMER_REFUND
Search engine marketing budget expansion for high-intent keywords,Growth Agent,91854.24,HIGH,GROWTH_INVESTMENT
Disbursement for logistics partner freight clearing,Payout Agent,285404.58,MEDIUM,SUPPLIER_SETTLEMENT
Hedging collateral deposit for forex currency fluctuations,Treasury Agent,1425965.35,MEDIUM,LIQUIDITY_REBALANCE
Legal notice issuance fee for delinquent enterprise account #4847,Collections Agent,74865.76,HIGH,DEBT_COLLECTION
Goodwill refund for delayed order delivery breach SLA,Refund Agent,125406.13,HIGH,CUSTOMER_REFUND
Subscription cancellation charge reversal requested by user,Refund Agent,138108.03,CRITICAL,CUSTOMER_REFUND
Yield optimization sweep of idle float to overnight liquid funds,Treasury Agent,1441190.33,CRITICAL,LIQUIDITY_REBALANCE
Brand awareness campaign media buying for Q4,Growth Agent,454154.54,HIGH,GROWTH_INVESTMENT
Automated payment gateway collection retry incentive,Collections Agent,31625.33,MEDIUM,DEBT_COLLECTION
Inter-account treasury transfer from primary current to payroll reserve,Treasury Agent,836029.62,CRITICAL,LIQUIDITY_REBALANCE
Early settlement discount incentive to collect overdue receivable,Collections Agent,37992.45,MEDIUM,DEBT_COLLECTION
Collection agency recovery contingency disbursement,Collections Agent,48706.71,LOW,DEBT_COLLECTION
Routine bi-weekly supplier invoice settlement for inventory batch #7216,Payout Agent,485756.16,HIGH,SUPPLIER_SETTLEMENT
Sponsorship fee for national fintech developer conference,Growth Agent,296853.53,MEDIUM,GROWTH_INVESTMENT
Customer referral bonus pool allocation,Growth Agent,214665.87,CRITICAL,GROWTH_INVESTMENT
Legal notice issuance fee for delinquent enterprise account #7866,Collections Agent,71567.7,HIGH,DEBT_COLLECTION
Affiliate partner commission prepayment for festival sprint,Growth Agent,252828.05,MEDIUM,GROWTH_INVESTMENT
Short-term liquid mutual fund redemption to bolster working cash,Treasury Agent,1109141.64,MEDIUM,LIQUIDITY_REBALANCE
Liquidity pool re-allocation across multi-banking nodal accounts,Treasury Agent,374488.5,MEDIUM,LIQUIDITY_REBALANCE
Early settlement discount incentive to collect overdue receivable,Collections Agent,45044.46,MEDIUM,DEBT_COLLECTION
Treasury rebalancing to maintain regulatory statutory reserve buffer,Treasury Agent,520047.86,LOW,LIQUIDITY_REBALANCE
Collection agency recovery contingency disbursement,Collections Agent,10703.46,HIGH,DEBT_COLLECTION
Collection agency recovery contingency disbursement,Collections Agent,75736.36,HIGH,DEBT_COLLECTION
Brand awareness campaign media buying for Q4,Growth Agent,204863.12,CRITICAL,GROWTH_INVESTMENT
Urgent payment to critical supplier to release pending shipment,Payout Agent,482640.32,MEDIUM,SUPPLIER_SETTLEMENT
Brand awareness campaign media buying for Q4,Growth Agent,352936.78,CRITICAL,GROWTH_INVESTMENT
Collection agency recovery contingency disbursement,Collections Agent,63298.06,CRITICAL,DEBT_COLLECTION
Double charge correction and dispute refund for transaction #6527,Refund Agent,63850.66,CRITICAL,CUSTOMER_REFUND
Settlement of raw material invoice #3654 to primary vendor,Payout Agent,307719.12,HIGH,SUPPLIER_SETTLEMENT
Sponsorship fee for national fintech developer conference,Growth Agent,322423.24,CRITICAL,GROWTH_INVESTMENT
Customer referral bonus pool allocation,Growth Agent,386552.97,CRITICAL,GROWTH_INVESTMENT
Automated payment gateway collection retry incentive,Collections Agent,86150.13,MEDIUM,DEBT_COLLECTION
